is_target,p_before,p_after,delta_p
1,3.1309624e-05,0.0015056732,0.0014743635
1,0.0010005337,0.005354551,0.0043540173
1,3.7945327e-07,1.01948335e-05,9.8153805e-06
1,1.9921537e-05,0.14897913,0.1489592
1,0.15503854,0.224074,0.06903547
1,0.027998256,0.07817065,0.050172396
0,0.96339417,0.96370834,0.00031417608
1,2.35199e-06,0.055524483,0.055522133
1,0.003694803,0.019725056,0.016030254
1,2.4084264e-07,0.00023381248,0.00023357163
1,3.3594883e-08,3.1123385e-05,3.1089792e-05
1,0.0005024443,0.036436524,0.03593408
1,0.0001703097,0.004243758,0.0040734485
1,3.2488003e-08,0.0006571848,0.0006571523
1,1.5007144e-09,2.1820636e-06,2.180563e-06
1,0.00018579254,0.019308956,0.019123163
1,3.847088e-07,4.618431e-05,4.57996e-05
1,0.0007950768,0.005022975,0.0042278985
1,0.00077294186,0.034390327,0.033617385
1,0.012910299,0.2642461,0.2513358
1,9.707273e-09,0.00013294253,0.00013293282
1,7.085702e-08,8.022224e-05,8.015138e-05
1,8.143323e-07,0.16460618,0.16460536
1,1.565278e-08,1.3058081e-05,1.3042429e-05
1,0.019747958,0.1834557,0.16370775
1,0.019539721,0.15497795,0.13543823
1,4.5876422e-07,0.004526715,0.004526256
1,7.1188135e-09,8.20481e-06,8.197691e-06
1,0.026559759,0.5511794,0.52461964
1,1.709095e-06,0.13038959,0.13038787
1,1.9238046e-08,2.55198e-05,2.5500562e-05
1,0.0044583613,0.19132361,0.18686524
1,0.11095209,0.1404714,0.029519312
1,0.004111416,0.0116316695,0.0075202533
1,0.0010110375,0.0039460836,0.002935046
1,1.2880523e-11,1.9308132e-07,1.9306844e-07
1,2.3563874e-07,0.05350104,0.053500805
1,1.2153992e-06,0.0103323115,0.010331096
1,0.738381,0.7223369,-0.01604414
1,0.0063549546,0.03698659,0.030631635
1,1.9987497e-06,0.026383229,0.02638123
1,0.0005125907,0.024481293,0.023968702
1,5.5084587e-07,6.493442e-05,6.4383574e-05
1,4.4059743e-07,4.6515168e-05,4.6074572e-05
1,4.5422127e-08,5.5195247e-05,5.5149823e-05
1,0.38612232,0.42682463,0.040702313
1,0.0012063881,0.09317999,0.0919736
1,2.825301e-09,3.3004578e-06,3.2976325e-06
1,6.533669e-08,0.0013733985,0.0013733332
1,7.3832725e-06,0.04812826,0.048120875
1,5.5893486e-07,0.10905907,0.109058514
0,0.9859304,0.97929823,-0.006632149
1,0.023374787,0.07988044,0.05650565
1,2.047449e-09,1.8428823e-06,1.8408348e-06
1,0.001020085,0.009895373,0.008875288
0,0.9957709,0.99488103,-0.00088983774
1,1.1332992e-05,0.0012562003,0.0012448672
1,1.7918129e-09,1.3744854e-06,1.3726935e-06
1,1.5476544e-06,0.018069481,0.018067934
1,3.0229662e-06,0.0003527015,0.00034967854
1,3.2155065e-10,2.406199e-06,2.4058775e-06
1,0.00081738393,0.004754084,0.0039367
1,1.8386646e-07,0.00019598457,0.0001958007
1,7.9047744e-08,0.0011094164,0.0011093373
1,0.21097721,0.49481875,0.28384155
1,0.0028313939,0.13255686,0.12972546
1,0.00015114436,0.01614013,0.015988985
1,0.0007038556,0.0034955747,0.002791719
1,0.008385992,0.19327003,0.18488404
1,0.0008674476,0.070335366,0.06946792
1,5.550184e-06,0.022463867,0.022458317
1,0.024591323,0.084562644,0.05997132
0,0.8934321,0.89888096,0.005448878
1,0.014582967,0.027654633,0.013071666
1,0.0002753302,0.00422432,0.00394899
1,1.8208896e-06,0.021766787,0.021764966
1,1.3128941e-09,1.0953119e-06,1.093999e-06
0,0.9810998,0.9813091,0.00020933151
1,5.719199e-07,5.5545355e-05,5.4973436e-05
1,0.0059795924,0.03594894,0.029969348
1,4.8765094e-07,0.0077035697,0.007703082
1,2.6512453e-07,0.0058836187,0.0058833538
1,3.7630874e-05,0.0002925682,0.00025493733
1,2.6673115e-09,1.35910595e-05,1.3588392e-05
1,0.003389382,0.17597786,0.17258847
1,1.2298844e-06,0.17041089,0.17040965
1,0.1134575,0.15999173,0.046534225
1,0.010611971,0.024943504,0.014331534
1,0.037576493,0.2550819,0.2175054
1,1.6048855e-08,1.7571143e-05,1.7555094e-05
1,8.5207575e-05,0.00023903302,0.00015382544
1,0.00035772944,0.0030013078,0.0026435785
1,0.00080272206,0.004347585,0.003544863
1,6.4326433e-10,8.4894685e-07,8.483036e-07
1,1.2113449e-07,1.5032947e-05,1.4911812e-05
1,0.4926624,0.49766386,0.0050014555
1,1.7731467e-05,0.0015512939,0.0015335624
1,3.833591e-05,0.0015840263,0.0015456903
1,4.860829e-08,0.0008333988,0.0008333502
1,0.0063929968,0.18054812,0.17415512
1,8.247673e-07,8.25689e-05,8.174413e-05
1,1.8046937e-11,2.9154015e-07,2.915221e-07
1,3.000532e-05,0.0031532042,0.0031231989
1,5.4532553e-08,6.2125937e-06,6.1580613e-06
0,0.9932193,0.99016035,-0.00305897
1,2.5282298e-10,2.4483623e-07,2.4458342e-07
1,0.012702728,0.031317685,0.018614957
1,0.00040286966,0.0033406161,0.0029377465
1,7.0057854e-06,0.035728216,0.03572121
0,0.738905,0.81261694,0.07371193
1,2.109369e-05,0.0010793502,0.0010582566
1,0.048110694,0.14284894,0.094738245
0,0.85724324,0.8505719,-0.006671369
1,8.3549817e-10,8.04339e-07,8.035035e-07
1,5.7852805e-08,4.7561934e-07,4.1776653e-07
0,0.6833855,0.72774357,0.044358075
1,0.007017889,0.019969357,0.012951468
1,1.0229229e-05,0.00018756036,0.00017733114
1,0.0012344246,0.09986523,0.0986308
1,9.402306e-06,0.00016419213,0.00015478981
1,0.00013451978,0.0011342423,0.0009997225
0,0.07432552,0.094565175,0.020239659
1,0.079873584,0.44882804,0.36895445
1,3.9177838e-05,0.0001651609,0.00012598306
1,0.065652445,0.07896285,0.013310403
1,1.1108385e-05,0.0004457107,0.00043460232
1,1.735444e-09,2.0437024e-05,2.043529e-05
1,0.047182187,0.08163773,0.034455545
1,1.483737e-10,1.06545755e-07,1.0639738e-07
1,0.0016192297,0.006506526,0.0048872964
1,2.028567e-08,2.5269952e-05,2.5249667e-05
1,1.326292e-07,0.0013202302,0.0013200976
1,8.697697e-06,0.0007045229,0.0006958252
1,0.00044324403,0.0027238517,0.0022806076
1,1.4317936e-09,1.8575124e-06,1.8560806e-06
1,4.3445488e-07,4.407178e-05,4.3637327e-05
0,0.44131717,0.5397078,0.09839061
1,2.1086353e-07,0.088324614,0.088324405
0,0.8545412,0.83354884,-0.020992339
1,5.889779e-06,0.0006250018,0.000619112
1,0.13754709,0.17517024,0.037623152
1,0.001652637,0.0049962685,0.0033436315
1,0.012923208,0.03807107,0.025147863
1,0.0061986134,0.0087256,0.0025269869
1,1.3217042e-09,7.982656e-06,7.981334e-06
1,0.1437329,0.39671114,0.25297824
1,0.044283982,0.066428,0.022144016
1,2.932503e-06,7.855678e-05,7.562428e-05
1,2.2705946e-05,0.049085304,0.0490626
1,7.699724e-07,0.00960091,0.00960014
0,0.97097105,0.96226096,-0.008710086
1,0.00096927164,0.004484531,0.0035152594
1,0.0795533,0.23122692,0.15167361
1,3.905579e-07,4.649358e-06,4.2588e-06
1,0.22249095,0.5118579,0.28936696
1,0.04266921,0.12361177,0.080942556
1,1.3337201e-07,1.6340353e-05,1.6206981e-05
1,5.1832775e-08,1.8841456e-05,1.8789624e-05
0,0.9342947,0.89072627,-0.043568432
1,1.03007885e-07,0.00013657344,0.00013647042
1,7.5496314e-07,0.11130483,0.111304075
1,0.99166054,0.9930025,0.001341939
1,0.0010390257,0.0029641918,0.0019251661
1,0.501825,0.504115,0.0022900105
1,1.0065582e-05,0.0008428718,0.0008328062
1,0.0005882272,0.031121943,0.030533716
1,0.12853822,0.17713521,0.048596993
1,1.6930548e-07,1.1813163e-06,1.0120108e-06
1,3.7679536e-07,0.0062867333,0.0062863566
1,0.5049604,0.55891466,0.053954244
1,4.9690174e-05,0.0008540129,0.0008043227
1,0.000869747,0.039534505,0.03866476
1,0.000744821,0.040971473,0.040226653
1,1.3116027e-05,0.0010352,0.0010220839
1,0.15188138,0.19293502,0.041053638
0,0.3001052,0.4276864,0.12758118
1,2.2845903e-05,0.00024399022,0.00022114432
1,0.029804146,0.05620499,0.026400844
1,1.140963e-09,1.1098381e-06,1.1086971e-06
1,0.0014835827,0.008205492,0.006721909
0,0.023020672,0.056609612,0.03358894
1,2.1862712e-07,2.5858575e-05,2.5639947e-05
1,2.0860385e-09,2.0824705e-06,2.0803845e-06
1,7.396767e-09,6.40801e-06,6.400613e-06
1,3.160294e-07,8.560367e-06,8.244338e-06
1,4.2092192e-06,0.00044130333,0.0004370941
1,0.0014880542,0.010736484,0.00924843
1,2.9630462e-05,0.0007424251,0.00071279466
1,0.00019846343,0.016190346,0.015991883
1,0.0046389257,0.26356304,0.2589241
1,0.0018132775,0.049421523,0.047608245
1,2.5049481e-05,0.0009531411,0.0009280916
1,2.2144266e-07,0.0018871069,0.0018868855
1,3.6296569e-10,3.0763334e-07,3.0727037e-07
1,0.69588304,0.7287648,0.032881737
1,0.42113873,0.4511698,0.030031055
1,0.00013835446,0.0036985606,0.0035602062
1,4.250929e-07,0.063553214,0.06355279
1,0.0026005933,0.011437919,0.0088373255
1,0.0002836602,0.019277262,0.018993601
1,0.0001336341,0.0011082592,0.0009746251
1,0.0012367856,0.005416537,0.0041797515
1,0.07058871,0.17655577,0.10596706
1,1.7753979e-07,0.0028529149,0.0028527372
1,9.614002e-08,0.0069028162,0.0069027203
1,2.8444776e-05,0.21163628,0.21160783
1,0.00012771814,0.0013599304,0.0012322122
1,1.3028615e-07,0.040022284,0.040022153
1,2.4731683e-08,1.3919249e-05,1.3894517e-05
1,1.3064013e-08,1.5963979e-06,1.5833339e-06
1,0.03448806,0.07215617,0.03766811
1,0.0021598132,0.0033058468,0.0011460336
1,0.000108973145,0.0036525875,0.0035436144
1,1.1473708e-09,2.721619e-07,2.7101453e-07
1,0.0004915541,0.042513188,0.042021632
1,2.0706713e-08,0.00042646148,0.0004264408
1,0.83506864,0.8753123,0.040243685
1,0.0028252655,0.015178266,0.012353
1,0.020391483,0.04368055,0.023289066
1,0.0056038876,0.010649598,0.0050457106
1,6.193472e-05,0.25275722,0.2526953
1,1.7410779e-05,0.0015802055,0.0015627948
1,8.3582165e-08,4.489309e-05,4.480951e-05
1,2.0601931e-07,1.9243018e-05,1.9037e-05
1,0.00028229918,0.008631659,0.00834936
0,0.4432954,0.6130455,0.16975012
1,2.3865068e-09,2.5445583e-05,2.5443196e-05
1,2.064495e-09,2.9348908e-05,2.9346844e-05
1,0.00023495164,0.017163945,0.016928993
1,1.3381758e-07,1.2484357e-05,1.235054e-05
1,1.7678368e-06,0.0002002958,0.00019852797
1,7.857642e-05,0.0025200641,0.0024414877
1,1.6846841e-05,0.0013447143,0.0013278675
1,0.003354916,0.094170764,0.09081585
1,0.0051776352,0.024922902,0.019745266
1,8.535259e-07,0.09885935,0.09885849
1,0.00025556848,0.001972562,0.0017169935
1,4.0575395e-07,4.6884525e-05,4.647877e-05
1,1.9058395e-07,1.304033e-05,1.2849746e-05
1,0.03170812,0.09836902,0.066660896
1,0.00014768094,0.0008099929,0.00066231197
1,0.0061082467,0.011388544,0.0052802972
1,5.0839223e-08,4.248682e-05,4.243598e-05
1,2.805942e-05,0.0013068813,0.0012788218
1,3.8224837e-09,4.481941e-06,4.478118e-06
1,6.290786e-05,0.0007066741,0.00064376625
1,0.00058447465,0.016068988,0.015484513
1,0.012214599,0.02403181,0.011817211
1,1.6204346e-09,2.0129442e-06,2.0113237e-06
1,2.6630485e-07,2.954723e-05,2.9280924e-05
1,2.8748784e-05,0.0008936716,0.0008649228
1,0.14514154,0.18678856,0.041647017
0,0.9643661,0.9796682,0.015302122
1,0.00011170137,0.2856403,0.2855286
1,1.6798978e-07,0.037304513,0.037304346
1,0.0012830967,0.012001026,0.010717929
1,5.5020805e-10,4.8980323e-06,4.897482e-06
1,3.503063e-07,3.932674e-05,3.8976435e-05
1,2.5052038e-06,0.00017337532,0.00017087012
1,0.0037979092,0.018272348,0.0144744385
1,0.0002459269,0.0013616994,0.0011157725
1,0.034011517,0.06772134,0.03370982
1,0.029078728,0.32887802,0.2997993
1,9.6814205e-05,0.0008330241,0.0007362099
1,0.15870112,0.27151307,0.11281195
1,0.0059526167,0.21148227,0.20552966
1,2.0160664e-05,0.13197473,0.13195457
1,1.3849051e-06,0.00015292606,0.00015154116
1,0.30451474,0.3642621,0.059747368
1,0.0012339782,0.09099489,0.08976091
1,0.0005785919,0.04548485,0.044906255
1,0.0050810655,0.007328072,0.0022470066
1,0.13905363,0.2751206,0.13606696
1,1.599009e-07,0.002609474,0.002609314
1,0.00030198036,0.0009893277,0.0006873473
1,1.0525796e-09,1.2645919e-06,1.2635393e-06
1,1.2470355e-09,1.48075365e-08,1.3560501e-08
1,0.0021367846,0.10129198,0.099155195
1,0.0509878,0.18408316,0.13309537
1,2.006726e-08,2.3924515e-06,2.3723842e-06
1,7.5073294e-05,0.00065500994,0.00057993666
0,0.38674572,0.43948752,0.052741796
1,4.26474e-06,0.00046457347,0.00046030874
1,0.48321587,0.56493807,0.0817222
1,0.032656558,0.11463152,0.08197496
1,0.18035911,0.24776356,0.06740445
1,0.0005881552,0.013601918,0.013013762
1,0.29576606,0.37213042,0.07636437
1,6.274498e-09,8.604268e-06,8.597994e-06
1,0.0011589945,0.010228228,0.009069233
1,5.0673214e-07,0.00016506675,0.00016456003
1,3.648904e-08,4.826304e-05,4.822655e-05
1,1.13143884e-07,0.0016196684,0.0016195553
1,0.0010083473,0.0061128605,0.0051045134
1,0.0019231515,0.0036568053,0.0017336537
1,6.0924576e-05,0.0006024487,0.00054152415
1,2.0073496e-05,0.08455334,0.08453327
1,0.0019969733,0.014184987,0.012188014
1,0.02805323,0.24775617,0.21970294
1,7.3896576e-11,5.3714935e-08,5.364104e-08
1,0.00032262373,0.025984757,0.025662133
1,0.0049823094,0.15248846,0.14750615
1,0.0015239128,0.0023467112,0.00082279847
1,1.1367813e-06,0.00014318015,0.00014204337
1,1.5812228e-08,6.6240395e-06,6.6082275e-06
1,0.03640979,0.050828684,0.014418893
1,1.2571903e-06,9.508591e-05,9.382872e-05
1,0.012829598,0.066726476,0.053896878
1,0.008079007,0.019665034,0.011586027
1,4.7370268e-09,2.0940466e-05,2.093573e-05
1,0.0032917594,0.0080559,0.0047641406
1,8.550915e-08,1.1306489e-05,1.122098e-05
1,0.5630871,0.58035517,0.017268062
1,8.620654e-07,7.286581e-06,6.4245155e-06
1,6.707937e-09,8.150469e-05,8.149798e-05
1,3.9185837e-09,2.507589e-06,2.5036704e-06
1,0.0024336975,0.0076521803,0.0052184826
1,1.5102917e-09,1.8087878e-05,1.8086368e-05
1,0.00083478354,0.07558279,0.074748
1,0.12002209,0.29745078,0.1774287
1,5.4844404e-05,0.0015418583,0.0014870139
1,0.002612266,0.066807315,0.06419505
1,0.00010692381,0.00038803104,0.00028110723
1,0.031102434,0.059634596,0.028532162
1,1.5696886e-06,8.3255305e-05,8.168562e-05
1,8.3751936e-11,6.103835e-08,6.09546e-08
1,0.0004658625,0.0037437046,0.0032778422
1,9.520902e-09,0.00016616279,0.00016615327
1,0.004590655,0.01470029,0.010109635
0,0.9957599,0.99328977,-0.0024701357
1,0.60517395,0.66369516,0.05852121
1,7.1692575e-08,8.588016e-05,8.580847e-05
1,0.000558535,0.0360954,0.035536863
0,0.8373582,0.86497694,0.027618766
1,0.5445963,0.5268788,-0.01771754
1,6.314544e-06,0.00024262108,0.00023630654
1,9.134788e-06,0.0898548,0.089845665
1,2.0592084e-09,2.3826817e-06,2.3806226e-06
0,0.9704001,0.96227807,-0.008122027
1,0.0010723887,0.07550686,0.07443447
1,1.1557984e-05,0.001234479,0.0012229211
1,0.009248656,0.032796245,0.02354759
1,0.0007908278,0.06639478,0.06560396
1,0.5233926,0.4959283,-0.02746433
0,0.9460999,0.9614684,0.015368521
1,8.31334e-07,0.020487744,0.020486914
0,0.039533246,0.07932065,0.0397874
1,8.38611e-07,8.907359e-05,8.823498e-05
0,0.9924722,0.98918825,-0.003283918
1,0.08029464,0.14253277,0.062238127
1,0.009427685,0.054525144,0.04509746
1,0.009094415,0.04757808,0.038483664
1,0.95493114,0.9320846,-0.02284652
1,0.00013265882,0.0038164647,0.003683806
1,1.637306e-10,3.268828e-06,3.2686644e-06
1,0.03838592,0.2033967,0.16501078
1,3.512261e-05,0.001245388,0.0012102653
1,5.133085e-06,0.023290284,0.02328515
0,0.95012814,0.9516027,0.0014745593
1,1.8926894e-06,0.1156949,0.11569301
1,2.06553e-07,8.708086e-06,8.501534e-06
1,2.7201955e-05,0.0027908175,0.0027636155
1,5.4961544e-07,0.00432707,0.0043265205
1,1.7719677e-09,2.1640103e-06,2.1622384e-06
1,0.00095196406,0.023815593,0.022863628
1,0.0067536435,0.013457048,0.0067034042
1,1.7619598e-08,1.5077448e-05,1.5059828e-05
1,0.00014528193,0.0013497166,0.0012044347
1,1.4667269e-06,0.000564865,0.0005633983
1,0.001973473,0.10305087,0.1010774
1,6.207152e-07,0.0010389513,0.0010383306
1,3.7135696e-06,0.03805825,0.038054537
1,4.1759662e-07,0.0004866923,0.0004862747
1,4.4764876e-09,5.1541306e-06,5.149654e-06
1,0.009290552,0.01700942,0.0077188686
1,0.002073692,0.007841595,0.0057679033
1,5.3315387e-07,0.015749073,0.01574854
1,7.4066804e-08,8.5442225e-06,8.470156e-06
1,7.874486e-08,0.001252225,0.0012521463
1,1.6515116e-06,0.011507359,0.011505708
1,1.3542267e-10,8.678532e-08,8.66499e-08
1,1.11245484e-07,0.0006715524,0.00067144114
1,0.019949317,0.07270945,0.05276013
1,0.027111677,0.056594677,0.029483
0,0.90009737,0.9156053,0.0155079365
1,0.039035987,0.070493296,0.03145731
1,2.8483322e-07,0.0018426317,0.0018423469
1,1.0826819e-09,1.0255515e-06,1.0244688e-06
1,2.1462185e-06,0.0058590653,0.005856919
1,0.0056354427,0.01570544,0.010069998
0,0.9445928,0.94721115,0.0026183724
0,0.068477735,0.11142006,0.042942323
1,5.4436526e-09,7.6161455e-06,7.6107017e-06
1,2.9143473e-08,3.5520807e-05,3.5491663e-05
1,0.042626906,0.24205878,0.19943188
0,0.93603617,0.9434159,0.0073797107
1,7.327997e-08,9.77237e-06,9.69909e-06
1,0.012096465,0.27280307,0.2607066
1,1.2011905e-07,0.039951358,0.03995124
1,4.5620436e-06,0.00045706358,0.00045250152
1,7.378811e-05,0.004364801,0.004291013
1,6.6175295e-07,0.115186945,0.11518628
1,4.2667162e-07,0.000465005,0.00046457833
1,1.2284823e-08,1.3681758e-06,1.3558911e-06
1,2.1880182e-06,2.1511143e-05,1.9323124e-05
1,6.116557e-11,7.0764706e-08,7.070354e-08
1,0.0013599935,0.11168801,0.11032802
1,6.614816e-07,0.04408814,0.044087477
1,1.49608e-05,0.018815167,0.018800206
1,3.3417007e-07,0.041736905,0.04173657
1,4.444247e-08,5.0653866e-06,5.020944e-06
1,4.6038156e-08,0.019224891,0.019224845
1,0.00954947,0.04139435,0.03184488
1,0.006372415,0.011043401,0.0046709864
1,0.19315533,0.280253,0.08709766
0,0.9821899,0.9706781,-0.011511803
1,0.045229986,0.17636725,0.13113727
1,1.4284843e-11,1.0455311e-07,1.0453883e-07
0,0.9684516,0.9505378,-0.017913818
1,5.8050286e-06,0.00017633372,0.00017052868
1,3.0744547e-09,2.6370517e-06,2.6339771e-06
1,0.0005302352,0.0018362505,0.0013060153
1,2.1896506e-07,6.7237324e-06,6.5047675e-06
1,0.0033354256,0.0133730415,0.010037616
1,0.003782725,0.01939679,0.015614064
1,9.059776e-06,0.23487751,0.23486845
1,1.0975493e-07,0.042945094,0.042944986
1,1.8280373e-10,3.8828634e-06,3.8826806e-06
1,0.00013462703,0.0012477426,0.0011131156
1,2.2357469e-07,2.6350985e-05,2.612741e-05
1,1.108132e-09,8.2356604e-07,8.2245793e-07
1,0.18094763,0.3581976,0.17724997
1,1.1692086e-05,5.7449277e-05,4.575719e-05
1,0.0077644116,0.013082827,0.005318416
1,3.3298946e-07,0.00019916196,0.00019882897
0,0.33453146,0.42240912,0.08787766
0,0.1210847,0.16613597,0.04505127
1,0.002240024,0.0046820818,0.0024420577
1,6.6152616e-08,7.452359e-05,7.4457435e-05
1,1.2602075e-06,0.00012251546,0.000121255245
1,0.002085758,0.0130243795,0.010938622
1,3.2415173e-09,3.898968e-05,3.898644e-05
1,1.1447655e-05,0.00047058228,0.00045913464
1,5.629677e-05,0.063788526,0.06373223
0,0.9258975,0.92039376,-0.005503714
1,2.2109309e-07,2.3969e-06,2.175807e-06
1,0.31239673,0.38210803,0.0697113
1,0.0010097295,0.06502366,0.06401393
1,0.007466372,0.012282153,0.0048157806
1,0.0010961695,0.013986175,0.0128900055
1,5.9939265e-07,0.09275753,0.092756934
1,0.030365003,0.10192446,0.07155945
1,7.692638e-07,4.5692363e-05,4.4923097e-05
1,1.6362857e-07,0.060551353,0.06055119
1,0.023024285,0.03621083,0.013186546
1,4.110258e-06,0.0004757204,0.00047161014
1,2.1899564e-06,0.15593792,0.15593573
1,5.850763e-07,5.148066e-06,4.56299e-06
0,0.7508262,0.81012744,0.059301257
1,0.028909564,0.07900498,0.050095417
1,0.032025717,0.05529786,0.023272142
1,0.03170433,0.07385056,0.04214623
1,0.0017203905,0.0028533603,0.0011329697
1,3.7815335e-07,3.4430603e-05,3.405245e-05
1,2.5330275e-05,0.0015528912,0.001527561
1,0.0026130332,0.0037498027,0.0011367695
1,3.571744e-07,0.00078901876,0.0007886616
0,0.9704503,0.95501494,-0.015435338
1,4.3367127e-10,5.130811e-07,5.1264743e-07
1,0.017516196,0.028130256,0.01061406
1,1.6604471e-06,0.016113456,0.016111797
1,0.70149994,0.7871733,0.08567333
1,0.0016289159,0.0154079925,0.013779077
1,0.004230105,0.25378728,0.24955717
1,2.0612479e-06,0.00014880617,0.00014674492
1,0.00039665753,0.011034997,0.010638339
0,0.9952152,0.99342525,-0.0017899275
1,0.0002756014,0.0028335876,0.0025579862
1,3.383194e-08,0.0030309255,0.0030308918
0,0.7453242,0.79011065,0.044786453
1,0.004218001,0.008651043,0.0044330424
1,0.00012365237,0.0011117074,0.000988055
1,0.017729571,0.08076003,0.06303046
1,1.0559546e-05,0.00090156327,0.0008910037
1,0.001071025,0.00374081,0.0026697852
1,8.630113e-06,0.00015769406,0.00014906394
1,3.1087216e-06,0.0003537012,0.00035059248
1,1.2692823e-06,0.0019727356,0.0019714662
1,7.548566e-06,0.109337635,0.10933009
0,0.9592409,0.97377694,0.014536023
1,0.0009436401,0.0015583222,0.00061468215
1,0.0010965547,0.08880229,0.08770574
1,1.7828168e-05,0.0017544691,0.0017366409
0,0.94113594,0.9442139,0.0030779839
1,2.6268217e-06,0.012771724,0.0127690965
1,0.2963574,0.4552807,0.1589233
1,0.07500916,0.1524557,0.07744654
1,0.0012213514,0.009104671,0.00788332
1,0.001818342,0.0047965907,0.0029782485
0,0.92950726,0.9600364,0.030529141
1,0.00039220112,0.5014202,0.501028
0,0.9700116,0.9713641,0.001352489
1,0.015062965,0.08840623,0.07334326
1,0.00042163167,0.018666692,0.01824506
1,0.5272175,0.5195144,-0.0077031255
1,0.00030535474,0.02459552,0.024290165
1,0.000794653,0.007843087,0.0070484346
1,1.973479e-09,1.2658799e-06,1.2639064e-06
1,5.5525943e-06,0.20598057,0.20597501
1,0.00052975013,0.03979278,0.03926303
1,5.152267e-06,0.04058703,0.04058188
1,0.0035032257,0.013881154,0.010377929
1,9.079831e-09,8.717313e-06,8.7082335e-06
1,0.38660923,0.4844887,0.09787947
1,0.270926,0.36404714,0.09312114
1,2.1078947e-10,2.6929756e-06,2.6927648e-06
1,0.00038838625,0.003725616,0.0033372298
1,0.0036859093,0.00953957,0.0058536604
1,4.6875275e-06,0.0002465851,0.0002418976
1,0.020945556,0.061460037,0.04051448
1,0.0003925603,0.003707802,0.0033152415
1,0.021345614,0.07677142,0.055425808
1,0.013081954,0.03761072,0.024528768
1,0.0011353492,0.008543794,0.007408445
1,0.04145694,0.076389685,0.034932744
1,1.5899603e-07,1.8956574e-05,1.8797578e-05
1,0.008336686,0.012818811,0.004482126
1,0.08660536,0.1791649,0.09255954
1,0.21501206,0.40461498,0.18960293
1,1.8533693e-06,0.22637045,0.2263686
1,1.2399215e-06,0.000121272205,0.00012003228
1,0.01302306,0.06585132,0.052828263
1,0.01748358,0.033212088,0.015728507
1,0.0043774648,0.02259598,0.018218514
1,0.0001431853,0.010595489,0.010452304
1,6.1929515e-09,7.3430937e-07,7.281164e-07
1,2.1569484e-09,3.3626402e-05,3.3624245e-05
1,0.006901638,0.009661668,0.0027600299
1,0.0029097826,0.046058435,0.04314865
1,1.13103715e-05,0.00043275437,0.000421444
1,0.00020796893,0.016362892,0.016154924
1,0.0229205,0.118906,0.0959855
1,8.452539e-06,0.0007519004,0.00074344786
1,9.827512e-06,0.06357608,0.06356625
1,0.10075827,0.17368022,0.07292195
1,4.2135545e-10,3.173544e-07,3.1693304e-07
1,1.8158981e-06,6.634391e-05,6.4528016e-05
1,2.1982657e-06,0.00015266583,0.00015046756
1,0.024491347,0.034441914,0.009950567
1,1.5531448e-08,0.0001428109,0.00014279537
1,2.008827e-07,0.0025637746,0.0025635737
1,1.872274e-05,5.7779795e-05,3.9057057e-05
1,1.0276087e-06,0.16355059,0.16354956
1,0.16493809,0.76520324,0.60026515
1,2.1235477e-10,2.6173078e-07,2.615184e-07
1,2.0569581e-05,0.001283395,0.0012628254
1,0.0006064296,0.0021717025,0.0015652729
1,2.4591718e-11,3.9642774e-07,3.9640315e-07
1,0.0012953554,0.057183474,0.05588812
1,5.983444e-06,0.18188821,0.18188222
1,0.6120572,0.703662,0.09160477
1,1.3838643e-06,0.00016387706,0.0001624932
1,2.1640521e-06,0.0002212958,0.00021913175
1,2.4131103e-05,0.0009923668,0.0009682357
1,0.058867123,0.13164847,0.07278134
0,0.89609647,0.9151664,0.01906991
1,3.450149e-05,0.0003109495,0.000276448
1,1.9901473e-11,3.6350633e-07,3.6348644e-07
1,5.9015887e-10,7.108042e-07,7.1021407e-07
1,0.0011388344,0.0034989044,0.0023600701
1,0.0017612784,0.045723796,0.043962516
1,4.8473445e-05,0.0027711464,0.002722673
1,0.000775429,0.02687482,0.026099391
1,0.0048406753,0.023450438,0.018609762
1,0.013569568,0.043466706,0.029897138
1,0.050505828,0.089215465,0.038709637
0,0.06793796,0.09005514,0.022117175
1,0.2006554,0.36512315,0.16446775
1,1.3183385e-06,5.8136226e-05,5.6817888e-05
1,0.00669304,0.19280408,0.18611105
1,0.0014436686,0.0038212796,0.0023776111
0,0.9822558,0.98671013,0.0044543147
1,0.00043870695,0.006543029,0.006104322
1,1.3116632e-09,1.3345954e-06,1.3332836e-06
1,0.042013884,0.1739685,0.13195461
1,1.6919863e-06,0.16287892,0.16287722
1,2.0198234e-09,1.6408128e-06,1.6387929e-06
1,4.099097e-07,0.0037325465,0.0037321365
1,6.5605235e-07,0.16294472,0.16294406
1,0.44130006,0.50500035,0.06370029
1,2.8829156e-08,2.971645e-06,2.9428159e-06
1,3.7875482e-06,0.015141599,0.015137811
1,1.883372e-07,1.958264e-06,1.7699267e-06
1,9.897723e-06,8.6046515e-05,7.614879e-05
0,0.9290035,0.9640376,0.03503412
1,0.25655952,0.34688872,0.0903292
1,0.017508434,0.035799306,0.018290872
1,0.037130896,0.044008948,0.006878052
1,0.0039325343,0.12378246,0.11984993
1,8.9733745e-05,0.0078099105,0.0077201766
1,0.2125396,0.2848461,0.0723065
1,0.011861837,0.039150044,0.027288208
1,0.0058293105,0.02592581,0.0200965
1,0.001249853,0.02454312,0.023293266
1,4.787678e-08,5.0517443e-05,5.0469567e-05
